Sample 1	Sample 1	Sample 2	Sample 2	Sample 3	Sample 3	Sample 4	Sample 4	Sample 5	Sample 5	Sample 6	Sample 6	Sample 7	Sample 7
479.7	10580	509.4	17750	509.4	1500	509.4	4.691	548.5	3923650	604.7	1680	548.5	27200
479.8	10270	509.6	18700	509.6	1660	509.6	4.712	549	3722200	604.8	1870	549	25760
479.9	10110	509.8	19150	509.8	1580	509.8	4.679	549.5	3082430	604.9	1820	549.5	21760
480	9760	510	20260	510	1750	510	4.64	550	2018210	605	1550	550	14730
480.1	10130	510.2	21270	510.2	1590	510.2	4.659	550.5	1246480	605.1	1470	550.5	10020
480.2	10260	510.4	21300	510.4	1710	510.4	4.673	551	856350	605.2	1330	551	6850
480.3	10290	510.6	21390	510.6	2030	510.6	4.657	551.5	679850	605.3	1380	551.5	5880
480.4	10930	510.8	22130	510.8	1580	510.8	4.619	552	580110	605.4	1200	552	5530
480.5	10350	511	20920	511	1740	511	4.561	552.5	526870	605.5	1300	552.5	4760
480.6	10530	511.2	20960	511.2	1370	511.2	4.554	553	482640	605.6	1140	553	4740
480.7	10610	511.4	20780	511.4	1780	511.4	4.563	553.5	413870	605.7	1330	553.5	4570
480.8	10760	511.6	21200	511.6	1340	511.6	4.609	554	355840	605.8	1160	554	4130
480.9	9840	511.8	19440	511.8	1430	511.8	4.591	554.5	307720	605.9	1410	554.5	3750
481	11180	512	19050	512	1540	512	4.66	555	272940	606	1320	555	3490
481.1	10310	512.2	18980	512.2	1560	512.2	4.669	555.5	252220	606.1	1220	555.5	3360
481.2	10180	512.4	18130	512.4	1370	512.4	4.658	556	240270	606.2	1810	556	3580
481.3	10390	512.6	17590	512.6	1300	512.6	4.603	556.5	233670	606.3	1530	556.5	3060
481.4	10460	512.8	17610	512.8	1300	512.8	4.553	557	227410	606.4	1770	557	3350
481.5	10630	513	17590	513	1370	513	4.531	557.5	218920	606.5	1900	557.5	3120
481.6	10350	513.2	17420	513.2	1550	513.2	4.497	558	208700	606.6	2100	558	3060
481.7	10090	513.4	17290	513.4	1640	513.4	4.47	558.5	198990	606.7	2250	558.5	3290
481.8	10070	513.6	16980	513.6	1510	513.6	4.407	559	194720	606.8	2320	559	3020
481.9	10380	513.8	17710	513.8	1380	513.8	4.37	559.5	186160	606.9	2380	559.5	2950
482	10540	514	16790	514	1380	514	4.388	560	179280	607	2560	560	2950
482.1	10540	514.2	17280	514.2	1530	514.2	4.402	560.5	171340	607.1	2580	560.5	2870
482.2	10030	514.4	16470	514.4	1300	514.4	4.386	561	163010	607.2	2650	561	2840
482.3	10120	514.6	18030	514.6	1350	514.6	4.384	561.5	158630	607.3	2660	561.5	2500
482.4	10040	514.8	16880	514.8	1420	514.8	4.42	562	156910	607.4	3070	562	2270
482.5	10210	515	17600	515	1440	515	4.417	562.5	158990	607.5	3030	562.5	2590
482.6	9390	515.2	17220	515.2	1420	515.2	4.379	563	156380	607.6	3340	563	2570
482.7	10750	515.4	17100	515.4	1160	515.4	4.335	563.5	159210	607.7	3120	563.5	2670
482.8	10230	515.6	17390	515.6	1490	515.6	4.243	564	159740	607.8	3070	564	2870
482.9	10190	515.8	17480	515.8	1230	515.8	4.228	564.5	155220	607.9	3160	564.5	2560
483	9700	516	16610	516	1150	516	4.247	565	153310	608	3400	565	2490
483.1	10070	516.2	17090	516.2	1270	516.2	4.227	565.5	149080	608.1	3020	565.5	2480
483.2	9600	516.4	17470	516.4	1350	516.4	4.163	566	147150	608.2	2990	566	2620
483.3	9200	516.6	17210	516.6	1300	516.6	4.16	566.5	143580	608.3	3130	566.5	2550
483.4	9980	516.8	17010	516.8	1420	516.8	4.15	567	144990	608.4	2790	567	2530
483.5	10420	517	17060	517	1400	517	4.193	567.5	145220	608.5	2420	567.5	2790
483.6	9780	517.2	16870	517.2	1490	517.2	4.087	568	138890	608.6	2550	568	2540
483.7	9850	517.4	16940	517.4	1430	517.4	4.073	568.5	141010	608.7	2310	568.5	2510
483.8	9980	517.6	16530	517.6	1190	517.6	4.07	569	139430	608.8	2330	569	2740
483.9	9830	517.8	16760	517.8	1450	517.8	4.092	569.5	137610	608.9	2530	569.5	2500
484	9910	518	16390	518	1340	518	4.12	570	137520	609	1940	570	2830
484.1	10400	518.2	16740	518.2	1300	518.2	4.06	570.5	137040	609.1	1970	570.5	2760
484.2	10030	518.4	15850	518.4	1230	518.4	4.092	571	140240	609.2	1860	571	2580
484.3	10120	518.6	16950	518.6	1390	518.6	4.078	571.5	137430	609.3	1780	571.5	2580
484.4	10390	518.8	16990	518.8	1340	518.8	4.138	572	143110	609.4	1680	572	2470
484.5	9850	519	15720	519	1210	519	4.071	572.5	147220	609.5	1700	572.5	2670
484.6	9790	519.2	15940	519.2	1330	519.2	4.076	573	148420	609.6	1890	573	2600
484.7	10390	519.4	16690	519.4	1070	519.4	4.072	573.5	155790	609.7	1870	573.5	2600
484.8	9900	519.6	16090	519.6	1140	519.6	4.027	574	164210	609.8	1610	574	2440
484.9	9710	519.8	16830	519.8	1200	519.8	4.003	574.5	170900	609.9	1560	574.5	2670
485	9830	520	15550	520	1330	520	4.064	575	183060	610	1750	575	2710
485.1	9740	520.2	16390	520.2	1170	520.2	3.982	575.5	186500	610.1	1900	575.5	2700
485.2	10410	520.4	16920	520.4	1410	520.4	4.005	576	186960	610.2	2100	576	3020
485.3	10180	520.6	16200	520.6	1410	520.6	3.979	576.5	186210	610.3	1910	576.5	2830
485.4	9450	520.8	15800	520.8	1370	520.8	3.91	577	184650	610.4	1990	577	2570
485.5	10020	521	16490	521	1320	521	3.928	577.5	184420	610.5	1960	577.5	2780
485.6	9610	521.2	16250	521.2	1510	521.2	3.958	578	185570	610.6	2050	578	2490
485.7	10180	521.4	16690	521.4	1120	521.4	4.046	578.5	195480	610.7	2310	578.5	2940
485.8	10010	521.6	16640	521.6	1050	521.6	4.053	579	208170	610.8	2210	579	2730
485.9	10140	521.8	15590	521.8	1080	521.8	4.11	579.5	219980	610.9	2190	579.5	2690
486	9510	522	16270	522	1270	522	4.008	580	243360	611	2520	580	3010
486.1	9800	522.2	16380	522.2	1210	522.2	3.986	580.5	271100	611.1	2280	580.5	3380
486.2	9110	522.4	16690	522.4	1640	522.4	4.071	581	326200	611.2	2560	581	2900
486.3	9690	522.6	16030	522.6	1280	522.6	4.141	581.5	428230	611.3	2510	581.5	3700
486.4	9900	522.8	16550	522.8	1200	522.8	4.099	582	666380	611.4	2830	582	5380
486.5	9520	523	16170	523	1250	523	4.171	582.5	999500	611.5	2940	582.5	7050
486.6	9710	523.2	15730	523.2	1050	523.2	4.212	583	1160560	611.6	2710	583	7260
486.7	9650	523.4	15980	523.4	1300	523.4	4.243	583.5	972120	611.7	3560	583.5	7230
486.8	10080	523.6	16170	523.6	1120	523.6	4.317	584	691050	611.8	3280	584	5680
486.9	9610	523.8	15590	523.8	1250	523.8	4.277	584.5	657970	611.9	3600	584.5	5560
487	9450	524	16070	524	1290	524	4.32	585	746770	612	4170	585	6090
487.1	10050	524.2	15480	524.2	1440	524.2	4.346	585.5	701750	612.1	4830	585.5	5900
487.2	9400	524.4	16010	524.4	1150	524.4	4.429	586	648340	612.2	5350	586	5750
487.3	9810	524.6	16530	524.6	1310	524.6	4.431	586.5	916730	612.3	6210	586.5	6530
487.4	9260	524.8	15990	524.8	1360	524.8	4.517	587	1506570	612.4	8270	587	10090
487.5	9730	525	15570	525	1110	525	4.532	587.5	1957000	612.5	9600	587.5	12730
487.6	9830	525.2	16900	525.2	1190	525.2	4.515	588	1790680	612.6	12220	588	11810
487.7	9430	525.4	16070	525.4	1300	525.4	4.605	588.5	1387940	612.7	15390	588.5	9950
487.8	9260	525.6	15830	525.6	1350	525.6	4.706	589	1125000	612.8	19700	589	7840
487.9	9600	525.8	15370	525.8	1270	525.8	4.766	589.5	885200	612.9	27060	589.5	7420
488	8980	526	15880	526	1220	526	4.819	590	588420	613	32960	590	5690
488.1	9690	526.2	16300	526.2	1420	526.2	4.913	590.5	372980	613.1	40260	590.5	5070
488.2	9600	526.4	16180	526.4	1280	526.4	4.984	591	294960	613.2	44580	591	5020
488.3	9820	526.6	16550	526.6	1690	526.6	5.048	591.5	294600	613.3	45390	591.5	6870
488.4	9970	526.8	17540	526.8	1310	526.8	5.088	592	299620	613.4	39540	592	13070
488.5	10160	527	16920	527	1360	527	5.161	592.5	280780	613.5	35500	592.5	19370
488.6	9920	527.2	18510	527.2	1150	527.2	5.282	593	250390	613.6	25160	593	18220
488.7	9470	527.4	17690	527.4	1350	527.4	5.348	593.5	234540	613.7	19860	593.5	10810
488.8	9690	527.6	16690	527.6	1420	527.6	5.43	594	212350	613.8	13680	594	5480
488.9	9710	527.8	16430	527.8	1290	527.8	5.438	594.5	189320	613.9	9840	594.5	3820
489	9270	528	16260	528	1290	528	5.472	595	171790	614	8270	595	4570
489.1	9600	528.2	16140	528.2	1450	528.2	5.641	595.5	161140	614.1	6780	595.5	6450
489.2	9270	528.4	16210	528.4	1320	528.4	5.804	596	155250	614.2	5580	596	9890
489.3	8700	528.6	15730	528.6	1330	528.6	5.892	596.5	150790	614.3	5490	596.5	9270
489.4	9980	528.8	15340	528.8	1220	528.8	5.996	597	152020	614.4	5080	597	5890
489.5	9760	529	15680	529	1260	529	6.154	597.5	145040	614.5	4770	597.5	3670
489.6	9510	529.2	15420	529.2	1280	529.2	6.276	598	145080	614.6	4500	598	3370
489.7	10110	529.4	14750	529.4	1600	529.4	6.446	598.5	144400	614.7	4830	598.5	3160
489.8	9430	529.6	16710	529.6	1160	529.6	6.537	599	142850	614.8	4570	599	2880
489.9	9290	529.8	15320	529.8	1100	529.8	6.669	599.5	144900	614.9	4450	599.5	2750
490	9730	530	16030	530	1200	530	6.778	600	145160	615	4550	600	2680
490.1	9440	530.2	16270	530.2	1020	530.2	7.015	600.5	140830	615.1	4670	600.5	2860
490.2	9270	530.4	15400	530.4	1060	530.4	7.247	601	135460	615.2	4780	601	2600
490.3	9330	530.6	15380	530.6	1060	530.6	7.415	601.5	131450	615.3	5280	601.5	2560
490.4	9540	530.8	15950	530.8	1330	530.8	7.485	602	131810	615.4	5710	602	2630
490.5	9610	531	16130	531	1560	531	7.526	602.5	128840	615.5	6240	602.5	2740
490.6	10530	531.2	16230	531.2	1310	531.2	7.633	603	127720	615.6	7250	603	2650
490.7	9160	531.4	15470	531.4	1140	531.4	7.901	603.5	128410	615.7	8680	603.5	2520
490.8	9520	531.6	15390	531.6	1200	531.6	8.117	604	124800	615.8	9850	604	3040
490.9	9520	531.8	15480	531.8	1320	531.8	8.365	604.5	128950	615.9	11380	604.5	2860
491	9700	532	16180	532	1150	532	8.482	605	127950	616	13790	605	2630
491.1	9900	532.2	15490	532.2	1220	532.2	8.628	605.5	136580	616.1	15170	605.5	2990
491.2	9960	532.4	14750	532.4	1190	532.4	8.812	606	148100	616.2	17020	606	2850
491.3	9460	532.6	15320	532.6	1270	532.6	8.978	606.5	162530	616.3	18000	606.5	2540
491.4	10130	532.8	15360	532.8	1660	532.8	9.097	607	173230	616.4	18640	607	2970
491.5	9910	533	15160	533	1620	533	9.371	607.5	169370	616.5	19580	607.5	2670
491.6	9840	533.2	15800	533.2	1080	533.2	9.529	608	154180	616.6	19360	608	2900
491.7	9930	533.4	15980	533.4	1340	533.4	9.602	608.5	139120	616.7	19220	608.5	2850
491.8	9880	533.6	15540	533.6	1160	533.6	9.7	609	129700	616.8	17740	609	2750
491.9	9970	533.8	15130	533.8	1230	533.8	9.819	609.5	125620	616.9	18000	609.5	2790
492	9380	534	15700	534	1330	534	10.04	610	123240	617	16560	610	2640
492.1	9760	534.2	15520	534.2	1610	534.2	10.11	610.5	125600	617.1	15220	610.5	2540
492.2	9570	534.4	16050	534.4	1030	534.4	10.25	611	128220	617.2	15600	611	2740
492.3	9620	534.6	15470	534.6	1340	534.6	10.37	611.5	128680	617.3	15070	611.5	2960
492.4	9890	534.8	15080	534.8	1070	534.8	10.39	612	132220	617.4	14590	612	3160
492.5	9640	535	15740	535	1510	535	10.52	612.5	130110	617.5	14770	612.5	3860
492.6	9910	535.2	16300	535.2	1250	535.2	10.53	613	130960	617.6	15010	613	5270
492.7	9620	535.4	16410	535.4	1210	535.4	10.48	613.5	130540	617.7	15440	613.5	6440
492.8	10200	535.6	17940	535.6	1510	535.6	10.55	614	130170	617.8	15390	614	4460
492.9	10090	535.8	18370	535.8	1460	535.8	10.56	614.5	132660	617.9	15290	614.5	4000
493	10400	536	18760	536	1670	536	10.61	615	136220	618	16860	615	3480
493.1	9860	536.2	20100	536.2	1430	536.2	10.61	615.5	141960	618.1	18480	615.5	3650
493.2	9470	536.4	20990	536.4	1470	536.4	10.43	616	154640	618.2	22000	616	4050
493.3	9900	536.6	19670	536.6	1630	536.6	10.44	616.5	185070	618.3	25360	616.5	5010
493.4	9530	536.8	19770	536.8	1460	536.8	10.5	617	256190	618.4	29960	617	5680
493.5	9620	537	18720	537	1520	537	10.4	617.5	365480	618.5	38390	617.5	5670
493.6	10510	537.2	18350	537.2	1660	537.2	10.47	618	469740	618.6	47570	618	7440
493.7	9800	537.4	16760	537.4	1460	537.4	10.42	618.5	468330	618.7	58380	618.5	10360
493.8	9660	537.6	16230	537.6	1690	537.6	10.37	619	409420	618.8	74030	619	14510
493.9	9690	537.8	15910	537.8	1460	537.8	10.25	619.5	379010	618.9	92630	619.5	16310
494	9670	538	16160	538	1220	538	10.12	620	424530	619	115440	620	11540
494.1	9570	538.2	14820	538.2	1260	538.2	10.09	620.5	601350	619.1	135290	620.5	8860
494.2	9370	538.4	14890	538.4	1360	538.4	10.04	621	755590	619.2	151220	621	7170
494.3	9790	538.6	16100	538.6	1450	538.6	9.926	621.5	687450	619.3	156700	621.5	6220
494.4	10430	538.8	15980	538.8	1390	538.8	9.864	622	545480	619.4	148000	622	5370
494.5	9350	539	17680	539	1380	539	9.852	622.5	525970	619.5	133430	622.5	5300
494.6	9810	539.2	18960	539.2	1440	539.2	9.754	623	577020	619.6	109970	623	5640
494.7	9820	539.4	19710	539.4	1530	539.4	9.625	623.5	558920	619.7	86580	623.5	5030
494.8	9890	539.6	18920	539.6	1610	539.6	9.463	624	479460	619.8	64550	624	5200
494.9	9320	539.8	19650	539.8	1620	539.8	9.493	624.5	406050	619.9	48080	624.5	4570
495	10650	540	18700	540	1610	540	9.306	625	328790	620	35070	625	4140
495.1	10080	540.2	18530	540.2	1540	540.2	9.17	625.5	264200	620.1	27900	625.5	4240
495.2	10350	540.4	16680	540.4	1660	540.4	9.07	626	222160	620.2	22080	626	3570
495.3	9670	540.6	16500	540.6	1420	540.6	9.039	626.5	197850	620.3	17280	626.5	3820
495.4	11080	540.8	16370	540.8	1320	540.8	9.035	627	174710	620.4	13600	627	3090
495.5	9620	541	15550	541	1460	541	8.933	627.5	160450	620.5	10700	627.5	3810
495.6	9860	541.2	15190	541.2	1530	541.2	8.89	628	150680	620.6	10070	628	3310
495.7	10090	541.4	16790	541.4	1370	541.4	8.767	628.5	146130	620.7	8520	628.5	3430
495.8	9630	541.6	15890	541.6	1400	541.6	8.61	629	144150	620.8	7490	629	2810
495.9	9750	541.8	15860	541.8	1300	541.8	8.477	629.5	143620	620.9	6870	629.5	3120
496	9270	542	15620	542	1540	542	8.327	630	142910	621	6110	630	3150
496.1	9480	542.2	15450	542.2	1190	542.2	8.23	630.5	141950	621.1	5200	630.5	3210
496.2	9650	542.4	15850	542.4	1430	542.4	8.184	631	138270	621.2	6040	631	3250
496.3	9370	542.6	15080	542.6	1330	542.6	7.995	631.5	136410	621.3	4690	631.5	3340
496.4	9530	542.8	14810	542.8	1290	542.8	7.86	632	135410	621.4	4280	632	3330
496.5	8590	543	14350	543	1200	543	7.756	632.5	132740	621.5	4220	632.5	3300
496.6	9540	543.2	14810	543.2	1100	543.2	7.65	633	131820	621.6	3750	633	3420
496.7	9020	543.4	14710	543.4	1290	543.4	7.425	633.5	129890	621.7	4090	633.5	2950
496.8	10010	543.6	14940	543.6	1080	543.6	7.286	634	128780	621.8	3610	634	2950
496.9	9310	543.8	15030	543.8	1190	543.8	7.044	634.5	127980	621.9	3600	634.5	2880
497	9330	544	14380	544	1180	544	6.875	635	128220	622	3330	635	3700
497.1	10530	544.2	14750	544.2	1320	544.2	6.743	635.5	128330	622.1	3220	635.5	3290
497.2	9890	544.4	14230	544.4	1040	544.4	6.552	636	129610	622.2	3270	636	3480
497.3	8990	544.6	15440	544.6	1110	544.6	6.367	636.5	126380	622.3	3540	636.5	3900
497.4	9350	544.8	16120	544.8	1070	544.8	6.288	637	125270	622.4	3700	637	3690
497.5	8650	545	15250	545	1200	545	6.112	637.5	125730	622.5	3270	637.5	3480
497.6	9560	545.2	15220	545.2	1420	545.2	5.939	638	124720	622.6	3270	638	3620
497.7	9600	545.4	15580	545.4	1180	545.4	5.756	638.5	123420	622.7	3210	638.5	4020
497.8	9940	545.6	15550	545.6	1410	545.6	5.55	639	123910	622.8	3320	639	4330
497.9	8870	545.8	14970	545.8	1110	545.8	5.455	639.5	121770	622.9	3220	639.5	4220
498	9030	546	15500	546	1240	546	5.354	640	124020	623	3110	640	4410
498.1	9520	546.2	15070	546.2	1000	546.2	5.234	640.5	122650	623.1	3210	640.5	4300
498.2	9100	546.4	15490	546.4	1160	546.4	5.084	641	124620	623.2	3100	641	4260
498.3	9100	546.6	14670	546.6	1170	546.6	4.963	641.5	123080	623.3	3070	641.5	4420
498.4	9190	546.8	14740	546.8	1490	546.8	4.91	642	124100	623.4	3280	642	3920
498.5	9150	547	14470	547	1220	547	4.821	642.5	127840	623.5	3240	642.5	3980
498.6	9320	547.2	14510	547.2	1450	547.2	4.744	643	127840	623.6	3040	643	4310
498.7	9300	547.4	15360	547.4	1360	547.4	4.609	643.5	127780	623.7	3140	643.5	4280
498.8	8760	547.6	15550	547.6	1270	547.6	4.581	644	130800	623.8	3280	644	4360
498.9	8920	547.8	14490	547.8	1290	547.8	4.513	644.5	134710	623.9	3060	644.5	4290
499	9010	548	14720	548	1090	548	4.425	645	132210	624	3320	645	4220
499.1	8780	548.2	13940	548.2	1230	548.2	4.454	645.5	135040	624.1	3590	645.5	4380
499.2	9220	548.4	13890	548.4	1230	548.4	4.396	646	136910	624.2	3670	646	4120
499.3	9560	548.6	15380	548.6	1020	548.6	4.309	646.5	147430	624.3	3880	646.5	4270
499.4	9570	548.8	15100	548.8	1140	548.8	4.259	647	163780	624.4	4430	647	4380
499.5	9050	549	14060	549	1310	549	4.358	647.5	187930	624.5	4260	647.5	4510
499.6	9700	549.2	14750	549.2	1060	549.2	4.434	648	200870	624.6	4580	648	4780
499.7	9160	549.4	14010	549.4	1180	549.4	4.468	648.5	197140	624.7	4810	648.5	4800
499.8	9010	549.6	14560	549.6	1360	549.6	4.475	649	185230	624.8	5100	649	4660
499.9	9220	549.8	14570	549.8	1210	549.8	4.554	649.5	165520	624.9	4780	649.5	5220
500	9280	550	14350	550	1130	550	4.571	650	151440	625	5210	650	4850
500.1	9910	550.2	14610	550.2	1150	550.2	4.643	650.5	142010	625.1	5160	650.5	4540
500.2	9110	550.4	14430	550.4	1290	550.4	4.765	651	134190	625.2	4820	651	4680
500.3	9140	550.6	14200	550.6	1070	550.6	4.923	651.5	129730	625.3	5280	651.5	4540
500.4	9110	550.8	14770	550.8	1120	550.8	4.963	652	131450	625.4	5020	652	4960
500.5	9730	551	13950	551	1150	551	5.051	652.5	131080	625.5	4900	652.5	4770
500.6	9770	551.2	15010	551.2	1130	551.2	5.18	653	131450	625.6	4580	653	4590
500.7	9190	551.4	14390	551.4	1320	551.4	5.254	653.5	134490	625.7	4680	653.5	4680
500.8	9950	551.6	14490	551.6	1550	551.6	5.418	654	136210	625.8	4860	654	4860
500.9	9950	551.8	13920	551.8	1500	551.8	5.581	654.5	138920	625.9	4980	654.5	4240
501	9540	552	13880	552	1150	552	5.644	655	139360	626	4450	655	4450
501.1	9020	552.2	14940	552.2	1360	552.2	5.787	655.5	144500	626.1	4410	655.5	5040
501.2	9120	552.4	14530	552.4	1350	552.4	5.978	656	149400	626.2	4200	656	4810
501.3	9050	552.6	14940	552.6	1170	552.6	5.97	656.5	147470	626.3	4540	656.5	4850
501.4	9030	552.8	16250	552.8	1410	552.8	6.064	657	140320	626.4	4300	657	4960
501.5	9830	553	17450	553	1400	553	6.198	657.5	139150	626.5	4060	657.5	4300
501.6	9150	553.2	17950	553.2	1400	553.2	6.4	658	137750	626.6	3690	658	4940
501.7	9610	553.4	19340	553.4	1410	553.4	6.475	658.5	136790	626.7	4090	658.5	4830
501.8	9220	553.6	19220	553.6	1680	553.6	6.524	659	135040	626.8	3610	659	4840
501.9	9100	553.8	18950	553.8	1720	553.8	6.601	659.5	137370	626.9	3630	659.5	4390
502	9750	554	18360	554	1580	554	6.754	660	137400	627	3480	660	4520
502.1	8870	554.2	17570	554.2	1330	554.2	6.822	660.5	138140	627.1	3170	660.5	5180
502.2	9140	554.4	15980	554.4	1440	554.4	6.907	661	140040	627.2	3410	661	4840
502.3	9140	554.6	16280	554.6	1310	554.6	6.988	661.5	143040	627.3	3510	661.5	5040
502.4	9920	554.8	15990	554.8	1520	554.8	7.16	662	144690	627.4	3390	662	5060
502.5	9500	555	15340	555	1220	555	7.146	662.5	148010	627.5	3150	662.5	4790
502.6	8850	555.2	15280	555.2	1250	555.2	7.276	663	147470	627.6	3310	663	5180
502.7	9140	555.4	15520	555.4	1220	555.4	7.257	663.5	147560	627.7	3210	663.5	5090
502.8	9140	555.6	14710	555.6	1300	555.6	7.299	664	144290	627.8	2700	664	4960
502.9	9040	555.8	15020	555.8	1130	555.8	7.282	664.5	146550	627.9	2800	664.5	4850
503	8960	556	15260	556	1310	556	7.208	665	151790	628	2700	665	5150
503.1	8900	556.2	15770	556.2	1220	556.2	7.207	665.5	151940	628.1	2770	665.5	5210
503.2	8910	556.4	16320	556.4	1360	556.4	7.223	666	151500	628.2	2400	666	5130
503.3	9180	556.6	15900	556.6	1450	556.6	7.126	666.5	149050	628.3	2430	666.5	5040
503.4	8780	556.8	16280	556.8	1340	556.8	7.136	667	149100	628.4	2230	667	5110
503.5	9210	557	16130	557	1160	557	6.977	667.5	148920	628.5	2040	667.5	4990
503.6	8950	557.2	17530	557.2	1590	557.2	6.936	668	149330	628.6	2320	668	4640
503.7	8980	557.4	18520	557.4	1650	557.4	6.891	668.5	153960	628.7	1720	668.5	4860
503.8	9520	557.6	20060	557.6	1720	557.6	6.831	669	160040	628.8	1800	669	5180
503.9	9210	557.8	21280	557.8	1780	557.8	6.74	669.5	172090	628.9	1750	669.5	5330
504	9430	558	23700	558	2170	558	6.707	670	178850	629	1700	670	5360
504.1	8670	558.2	24340	558.2	2160	558.2	6.624	670.5	192200	629.1	1520	670.5	4980
504.2	9710	558.4	24940	558.4	1950	558.4	6.603	671	199070	629.2	1340	671	5310
504.3	9320	558.6	27060	558.6	2180	558.6	6.574	671.5	197260	629.3	1440	671.5	5160
504.4	8990	558.8	26280	558.8	2350	558.8	6.529	672	180750	629.4	1440	672	4730
504.5	9010	559	24800	559	1920	559	6.571	672.5	165400	629.5	1590	672.5	5540
504.6	9050	559.2	23460	559.2	1950	559.2	6.529	673	155600	629.6	1450	673	5180
504.7	9000	559.4	21860	559.4	1890	559.4	6.424	673.5	152870	629.7	1570	673.5	4790
504.8	9010	559.6	19620	559.6	1740	559.6	6.285	674	147850	629.8	1320	674	5570
504.9	8940	559.8	18140	559.8	1500	559.8	6.193	674.5	147690	629.9	1580	674.5	5710
505	8620	560	17060	560	1450	560	6.141	675	148090	630	1550	675	5150
505.1	9020	560.2	16170	560.2	1340	560.2	6.115	675.5	151430	630.1	1420	675.5	5810
505.2	9100	560.4	14570	560.4	1200	560.4	6.088	676	151660	630.2	1770	676	6140
505.3	9290	560.6	15300	560.6	1240	560.6	5.986	676.5	155050	630.3	1650	676.5	6080
505.4	8790	560.8	15230	560.8	1310	560.8	6.07	677	155640	630.4	2180	677	5820
505.5	8910	561	13910	561	1370	561	5.989	677.5	164900	630.5	2080	677.5	5690
505.6	8970	561.2	14560	561.2	1290	561.2	5.853	678	167630	630.6	2100	678	5860
505.7	8960	561.4	14250	561.4	1200	561.4	5.892	678.5	173630	630.7	2300	678.5	5860
505.8	9470	561.6	14990	561.6	1460	561.6	5.787	679	187860	630.8	2410	679	6400
505.9	9550	561.8	13960	561.8	890	561.8	5.75	679.5	200840	630.9	2670	679.5	6390
506	8910	562	14250	562	1270	562	5.776	680	205050	631	2970	680	6350
506.1	9330	562.2	14300	562.2	1200	562.2	5.727	680.5	198770	631.1	3010	680.5	6190
506.2	9020	562.4	13510	562.4	1290	562.4	5.659	681	180670	631.2	3450	681	6290
506.3	9250	562.6	13780	562.6	1230	562.6	5.626	681.5	166810	631.3	3010	681.5	6320
506.4	9430	562.8	15310	562.8	1040	562.8	5.576	682	161780	631.4	2970	682	6710
506.5	9170	563	14230	563	1010	563	5.508	682.5	156670	631.5	3420	682.5	6980
506.6	9700	563.2	13930	563.2	1330	563.2	5.421	683	155640	631.6	3250	683	6490
506.7	9290	563.4	14220	563.4	1210	563.4	5.457	683.5	159090	631.7	3660	683.5	6410
506.8	9280	563.6	14060	563.6	1180	563.6	5.472	684	159780	631.8	3080	684	7200
506.9	9490	563.8	13800	563.8	1160	563.8	5.411	684.5	162140	631.9	3110	684.5	7050
507	8890	564	14220	564	1480	564	5.406	685	160890	632	3140	685	7710
507.1	9650	564.2	13860	564.2	1240	564.2	5.299	685.5	160500	632.1	3440	685.5	8720
507.2	8640	564.4	13940	564.4	1250	564.4	5.275	686	157640	632.2	2930	686	8760
507.3	9420	564.6	13580	564.6	1320	564.6	5.16	686.5	160850	632.3	3250	686.5	8740
507.4	8530	564.8	14250	564.8	1160	564.8	5.142	687	158690	632.4	2760	687	8140
507.5	8940	565	14510	565	1160	565	5.136	687.5	160260	632.5	3160	687.5	8110
507.6	9100	565.2	13740	565.2	1120	565.2	5.035	688	162340	632.6	2440	688	7780
507.7	9030	565.4	14300	565.4	1350	565.4	5.013	688.5	163460	632.7	2390	688.5	7890
507.8	9170	565.6	13600	565.6	1170	565.6	5.017	689	163040	632.8	2130	689	7650
507.9	9350	565.8	13790	565.8	1080	565.8	4.952	689.5	165470	632.9	2110	689.5	7700
508	9310	566	13700	566	1180	566	5.003	690	165790	633	1880	690	7600
508.1	9160	566.2	14040	566.2	1250	566.2	5.038	690.5	167560	633.1	2110	690.5	8490
508.2	9680	566.4	13740	566.4	1080	566.4	5.049	691	169000	633.2	1770	691	7750
508.3	9120	566.6	14250	566.6	1290	566.6	5.043	691.5	168500	633.3	1840	691.5	8270
508.4	9130	566.8	14080	566.8	1210	566.8	5.022	692	173310	633.4	1580	692	7990
508.5	9020	567	13350	567	1060	567	4.929	692.5	176050	633.5	1520	692.5	8450
508.6	9640	567.2	13440	567.2	1260	567.2	4.98	693	174140	633.6	1200	693	8750
508.7	8980	567.4	13470	567.4	1130	567.4	5.045	693.5	174950	633.7	1190	693.5	9500
508.8	9100	567.6	14640	567.6	1120	567.6	5.028	694	175940	633.8	1220	694	9360
508.9	9330	567.8	14610	567.8	1230	567.8	4.983	694.5	178620	633.9	920	694.5	10750
509	8820	568	13760	568	1320	568	5.004	695	181630	634	1090	695	10270
509.1	8390	568.2	15300	568.2	1200	568.2	5.002	695.5	181480	634.1	930	695.5	11290
509.2	9540	568.4	14100	568.4	1300	568.4	5.062	696	182040	634.2	840	696	12030
509.3	9230	568.6	14550	568.6	1120	568.6	5.151	696.5	184050	634.3	780	696.5	13360
509.4	10020	568.8	14340	568.8	1340	568.8	5.293	697	185580	634.4	750	697	12940
509.5	9960	569	14110	569	1160	569	5.33	697.5	188880	634.5	730	697.5	12290
